user_id,firstName,username,top_target_shoe_name,top_target_shoe_variantid
0e54067c-4c0e-4e4a-8a23-a47661578059,Mbiyimoh,beems,Dunk Low 'Dusty Olive',ed942e38-e4d5-4d82-8d1e-22547b9142b9
b384144d-b910-4a93-b232-8cb306d9acda,,DCape,Air Jordan 11 Retro 'Jubilee / 25th Anniversary',6ea9c6ff-2262-4457-b04c-1688b52897cf
b503afd8-a9f3-44ff-bf64-ffbbb53f5b65,,tzvi,Fragment Design x Air Jordan 3 Retro SP 'White',2d4f56c4-52aa-4bc2-b529-ca3a72a7f573
b5230c29-5456-4f1c-8e7a-b15c6f967c0a,,julls11,Wmns Air Jordan 1 Low OG 'Starfish',84c5397b-a083-4fc6-8f87-daef761c8b01
a182e070-c5fe-4918-9ed7-c371448bb80f,,himanshu_purohit,OFF-WHITE x Air Jordan 1 Retro High OG 'UNC' Sample,f2bf5ce1-5398-49cf-a9c4-3429ffbe34dc
b698cdb9-cfaf-420e-b481-68d8fd8e5b37,,husein354,Off-White x Blazer Low 'White University Red',c71f04d1-00c7-4857-ab16-690dd7ed9f2b
b6fac66f-2a04-476c-9d3c-c2938e6521ae,,HoodedRaw,Yeezy Boost 350 V2 'Beluga Reflective',f79f6322-a02d-472b-9405-6c4c00edc9fe
b789b5b6-d5df-4c23-9e7a-29e64e834984,,iggnunt,SoleFly x Air Jordan 16 Retro 'Art Basel',709e5668-7607-46e5-8b12-3a7c612df890
b93bc8ee-e710-4eea-89a8-d6c6247f95ea,,RariRawr,Wmns Air Jordan 4 Retro 'Frozen Moments',81773a62-3525-40dc-b6a1-585585817873
b972c362-a8df-48f9-9130-9a4cb16bf1a6,,Phernandez1117,A Ma Maniere x Air Jordan 4 Retro 'Violet Ore',800d6bd4-40e2-4e57-b077-62d6d221ab3b
ba376547-9c10-44ea-a8b1-2fd7939f87f0,,JaeFreshKiccz,Air Jordan 1 Retro High OG BG 'Shattered Backboard 3.0',73d7ac20-1d82-4a8f-a7e4-749021d4aa83
baf880b0-7f75-43aa-b358-ea20e5419710,,Lil_stebe,Travis Scott x Air Jordan 4 Retro 'Cactus Jack',45b73e7a-d6b8-453d-bf5b-b06342f14768
bb21dd2a-38ba-4a46-b8b9-a9aaa57a37e7,,chipwiththedip,OFF-WHITE x Air Jordan 5 SP 'Muslin',a2e73798-596b-4c63-b7c8-216ed561ac22
bb384244-b721-4d71-9d36-1561cb55d989,,gillie757,Air Jordan 1 Retro High OG 'UNC Reimagined',41acd799-73cc-44b2-9e7e-d76c22fca14f
bb8bc9c6-9e2b-4644-af9f-b37a506bb4ee,,ASICS.Boi,Nigel Sylvester x Air Jordan 4 Retro OG SP 'Brick By Brick',186a792f-406c-4950-a708-bdbbce41b9e7
bba7c4b8-c5cd-4f3a-92da-757a976f3304,,CLO247,Air Jordan 1 Retro High OG 'Chicago Lost & Found',826d0fa4-73a8-49a6-807e-c05c78ef24f5
bbcd62f0-aaec-4b14-a320-a4d0e13ed99f,,Josue956,Air Jordan 1 High OG 'Rebellionaire',40683e6b-6718-496e-a0e6-0ccecad18490
bbdde716-3a33-4a8f-a7e6-d41a061d6767,,obiwancolby,Born x Raised x Dunk Low SB 'One Block at a Time',c0c43529-30c4-4c3a-b3cd-0569030e8662
bbef360b-162a-4592-aa0e-a2fe4161b2f2,,ih8bots,Wmns Air Jordan 4 Retro 'Canyon Purple',472cd596-b2cc-4377-9862-ba6bd9e137ad
bc04e695-a14d-4438-9677-72e9a4d856b9,,Ay_Wal3,Zoom Kobe 6 Protro 'Dodgers',4074ebd1-2131-41d4-a703-569cef792e40
c69beb59-4460-41c4-abcc-dc624aa12faf,,SneakerDreams,Union LA x Air Jordan 1 Retro High OG SP 'Chicago Shadow',ea5f2e93-0f02-40bf-8118-ef56591dee02
bcf4bfe6-f20d-4e1c-8b4f-710de9981102,,Fk8shadow,Tiger Woods 2013 Retro 'White' 2023,de918f8e-580f-494d-89a9-d70036f17064
bd17fb12-05e6-4c56-9741-a6836f306ead,,handle,Air Jordan 11 Retro 'Win Like '82',d63ff66f-67a1-4943-b835-92434b29247d
bd6507ba-dd0a-4167-b2ae-b7f68b4c953d,,TradeMe333,Air Jordan 1 Retro Low OG 'Mystic Navy',8af55293-e753-408e-b0d5-0dc22dba1082
beb159a5-54e2-4945-af7f-0a454b71f6b8,,IG-BiggKicksz_World_Wide,Air Jordan 1 Retro High 'Tokyo Bio Hack',7ccfa7ee-a3bd-46d0-a136-30c5692c06e9
bf4be9f6-cf22-47c3-a2a0-e8b7f061082e,,Bridge_City_Kicks23,Hyperdunk Supreme 'Marty Mcfly',9366ec3d-3949-4a2a-8615-ef741039b8a6
bf6e90ed-2a10-4dc9-8edf-a7f11d2eeef6,,ianklug1140892,Concepts x Dunk Low SB 'Orange Lobster' Special Box,5743f23f-4fa2-49bb-8c53-457d642ff4d3
bf86e62e-386e-4a3d-84a6-13af8a336095,,Mundo_kicks,Jarritos x Dunk Low SB,54fee3a2-d88f-4171-8707-4159fad573b0
bf7bfb45-5e66-4740-a2fb-66b6821a6490,,rkou08,Patta x Air Max 1 'Noise Aqua',cde1ea99-3b5b-4724-9971-775d2ab7102d
bfed9abb-84dd-42ae-b58f-bf6807e0f4de,,Junoman,Yuto Horigome x Dunk Low SB,f6299d3f-378f-4d26-8a03-7236bcb6d571
bfe14e94-9569-4df6-8257-4868e2dc470c,,Bostykicks,Air Jordan 1 Retro High OG 'Obsidian',f1d7b8b0-4961-4df4-b62b-30fe6acb9e0c
bfe3c548-e105-4e27-884d-f5df3474825d,,rayse.14,Dunk Low SB 'Adobe',7b4e1479-2f1c-4c29-851f-29854cb3686b
c7c60d4d-4f2e-49be-a5cb-5dcb1ed79b54,,kealanmitc71020,Travis Scott x Wmns Air Jordan 1 Low OG 'Olive',f4cb5907-4f56-4b85-abf1-a4d3e07fcdc3
c133cfae-7306-4007-955c-9f89e503248a,,Meehh,Air Jordan 1 Retro High OG 'Dark Marina Blue',b6cfeb5f-9282-4bff-a7b9-ba0f440f98db
c169f7fe-4bc4-4589-93d6-42a4bfa085a3,,_jun10rr,Zoom Kobe 6 Protro 'Dodgers',4074ebd1-2131-41d4-a703-569cef792e40
c1f28193-53b3-4439-a5cb-a3cc59f9f5e1,,JCVSH,Union LA x Air Jordan 1 Retro High OG SP 'Chicago Shadow',ea5f2e93-0f02-40bf-8118-ef56591dee02
c1eb8209-2c5f-4571-8b0f-95f2278a4e15,,BarryWhite,Concepts x Dunk Low SB 'Green Lobster',566fb2b7-cca3-42be-b1c2-8999c3aa7c8b
c26edb81-292b-447d-97d4-dd7f4b6618ea,,markaveli84,A Ma Maniere x Wmns Air Jordan 3 Retro SP 'Raised By Women',c1d05a2b-a250-47f0-a676-8128cb57dd66
c2a0f4f9-7df6-448b-842b-2342d175686d,,ArchieSize12,Wmns Air Jordan 1 Mid SE 'Green Python',ff8f38aa-a165-40f6-8f50-c771f8febb29
c2e1baa5-52db-42dc-830e-260a435f302f,,JohnO,Zoom Kobe 6 Protro 'Dodgers',4074ebd1-2131-41d4-a703-569cef792e40
c36eb98b-bc2d-4cc1-87dc-ace52d477ec1,,untoldkicks,Travis Scott x Air Jordan 1 Low 'Mocha',923ae483-ef00-452b-bdad-6824c98ef102
c3f63913-ecf9-495c-8526-b6336cbe26fa,,pierce006,Air Jordan 1 Retro High OG 'Washed Black',e2b8b190-dc58-4b34-8472-3f645a6a74a4
c40f4b64-b300-4591-9b28-05520d7f4280,,bnesify,Jarritos x Dunk Low SB,5c45d668-3f7b-4faa-92a5-e41e7f65e033
c3fb572e-a354-406c-880d-d1b9927b1ac5,,lemon_never,Air Jordan 8 Retro 'Playoff' 2023,d26a2b13-157e-4ecc-9829-e3b6532a9a09
c41e0e99-54a2-4b17-aab1-7c01b00b827e,,rmasters,SpongeBob SquarePants x Kyrie Low 2 'Sandy Cheeks',dbb03be6-6416-4e38-88ed-8fd2a7baa1fb
c4a45404-d8aa-489f-8d11-d6c0d98ed590,,Markm,Travis Scott x Air Jordan 1 Low OG SP 'Medium Olive',c76883c7-9d6a-4357-968e-fd120d107965
c4c5751b-1ee5-4c4e-bd5b-c1d0f10041d0,,Gavtoocold,Air Jordan 1 Retro High OG 'Obsidian',efec3cb5-dbee-41d7-beb4-01d2283604eb
c5111a1f-f1bb-4bab-9bad-2a2c5b41a0d0,,breezeybricks,Jordan Jumpman Jack TR 'University Red',88b1f8e9-3395-4266-a9d7-c9e0e7c0b730
c53fc572-e565-4243-88bb-e1a95da57171,,Tallguy999,Nigel Sylvester x Air Jordan 4 Retro OG SP 'Brick By Brick',c9a8f0c7-2e00-40e5-bab6-63fd4ff8601f
c5cc105f-cd1d-498a-9978-8ea2d3ef28da,,sneakervette,Air Max 1 Premium 'Dirty Denim',5cf5fd31-cabc-4e3d-bec5-99b69b8ddd58
c62075d5-2d74-43ef-b306-1f6b8531220a,,andrewwn10,Union LA x Air Jordan 1 Retro High OG SP 'Chicago Shadow',ea5f2e93-0f02-40bf-8118-ef56591dee02
c6b89895-7ed2-4e7a-ba24-6d7f540ef02b,,zh4st1e38064,Kith x Marvel x GT 2160 'Venom vs. Spiderman Pack',cda441ea-6f88-439b-8348-5c64fbf903d8
c70ee703-0041-46e3-94c2-c041948dd14d,,ayushpatel70625,Air Jordan 4 Retro 'White Oreo',7d579870-8f5c-4544-84f1-73f3187d0593
c776a4c8-18d2-4711-a266-eb9d5fbd6e5e,,SomeBrownGuy,Joe Freshgoods x 990v3 Made In USA 'Outside Clothes',a659225a-c3ba-4893-adb8-d8cbbdcc5b2c
c7ef066f-4806-423f-a572-5526827fbdc2,,SeriousKiqz,Yeezy 700 V3 'Arzareth',5c54bfee-4137-4a3c-8019-8f1da2bb4fe2
c8080e4b-43d3-4ed5-9ae2-daf96109da6a,,Elevatedtoewear,Zoom Kobe 6 Protro 'Dodgers',4074ebd1-2131-41d4-a703-569cef792e40
c973f0ed-8217-4aa7-8681-e6f82a312fc9,,Capitaltokyo,Golf Wang x Old Skool Pro 'S',22c632ae-872e-4b2a-8916-1196e2033d5a
c975f37c-884e-4300-b43e-76c94bd40124,,Rekovr,Kith x 990v3 Made In USA 'Daytona',1044cc1b-6ef5-4c08-b32c-ea6e66a39d8d
c95fc71a-68ae-41b7-b71f-b33e7f9662d4,,erison,Travis Scott x Air Jordan 1 Retro Low OG SP 'Velvet Brown',accaa04e-a9ff-45d6-b133-c9182a716b7c
c995f5f2-b085-47b4-b2a4-ee336a858d19,,vlxne_hunter,Air Jordan 3 Retro 'White Cement Reimagined',ab9a4dc0-771a-4812-bba7-1f66d40161e0
c9bce29b-a733-46a4-af71-bf7ff4c1f682,,Roux,Nigel Sylvester x Air Jordan 4 Retro OG SP 'Brick By Brick',c153773c-3586-444c-b3b0-f0919ec61ba8
c9b6c88a-dc95-4a1a-82f0-d3d00a15067a,,taviusparadise,Air Jordan 1 Retro High OG 'Triple Black',9f1c7e7d-c8c9-4d69-a212-66cbcad1cf91
c9b40f95-faaa-45a9-913d-beaecd2e35ab,,BingBing,Air Jordan 3 Retro 'Cardinal Red' (2022),b7ae4cfa-b67c-43ae-93b9-f1ab5cc94c86
c9a70939-766d-4f2c-b18a-d1ded4891bb5,,210SnkrHd81,Union LA x Air Jordan 4 Retro 'Guava Ice',4aaa5666-bd92-4357-8f5a-bcbbe638704c
c9c297ae-df9d-4ee1-816f-5a7cf54f88da,,Lasv88,Air Jordan 1 Retro High OG 'Chicago Lost & Found',923a5f7b-92b9-4281-873c-b9899a1afb6c
c9c6c034-55b3-4945-9a19-9a1507fd949b,,alwyzbreezy,Yeezy Boost 350 V2 'Bred',6e0b5290-d16b-44e8-80b2-f10afa73f334
c9ddb8dd-39ed-4228-844c-41de31a03846,,umarcrown232565,Off-White x Dunk Low 'Lot 07 of 50',75c871e4-9e9c-4652-adde-40e19e471f3f
c9e40ce8-b693-48f7-b027-6deaef97364b,,Dolla_Dp,Yeezy Boost 350 V2 'Black Non-Reflective',b3c1b541-13ec-4cd0-9f25-ab7948e4df82
c9cd6fbe-04bf-496e-ae7d-800914db5ea7,,Reno775,Nike SB x Air Jordan 4 Retro 'Pine Green',51b0138f-34f9-4d09-b492-6482da4ca70f
c9ca0b78-7ace-43f4-ac1d-25b1082a46c3,,Kickstarter04,Gnarhunters x Dunk Low SB 'Black',ab324971-44e8-4d02-afb5-d6cf70f94fab
c9c583ee-d72b-4ec4-b2cc-7d85345d4c26,,Gholla187,Air Tech Challenge 2 QS 'Black Lava',d4ddf01f-2bd6-4028-93fb-466129afa07d
c9e13a22-ad01-4416-bce6-3abbd67a0449,,Nascar1329,Air Jordan 11 Retro '72-10',8875e99a-207d-4010-a84f-ecee2154875e
c9cf67d5-8e8e-4a4f-9b3e-a6c639830796,,funyunsfingers,Air Jordan 3 Retro 'White Cement Reimagined',7d5f9773-c121-43dd-bc8d-050b4a6847b8
c9e3752e-e295-4c18-be23-77cd66299e49,,Myshoesmyworld2,The Powerpuff Girls x Dunk Low Pro SB QS 'Buttercup',ba74e3db-a352-48de-8c11-8fa8b4a5ad0c
c9ccc22d-5475-493f-8bde-576c3c7c8716,,danielesca88836,Air Jordan 11 Retro 'Cherry',b97a0363-62f7-4331-9c81-8b64dacadf8f
b6b9e4b9-0a6e-43e8-a026-fbabb69f019f,,kicksonice,A Ma Maniere x Wmns Air Jordan 3 Retro SP 'Raised By Women',c23483fb-7d86-4e82-8d40-bff595b84180
c9ebe1bb-3998-477b-bbc9-62af651fd70d,,SlimeSZN,Wmns Air Jordan 1 Retro High OG 'Dusted Clay',8e2c8a90-9fd0-4095-9874-bb6a703440fd
ca03f501-13bd-45df-a726-a556e1c5438a,,Juan_tizzle85,Dunk Low SB 'Muslin',f5ee2f53-c454-410c-b48a-7fe2644d5dca
ca1c4555-6ea1-4cf1-bd8c-625018876837,,addman,LeBron 8 Retro 'South Beach' 2021,30ad7da9-1b04-490b-80fb-a1c45cd8417f
ca238466-fa07-4999-b159-0156e7c45942,,Vizume,Air Jordan 1 Retro High OG 'Yellow Toe',b2d8391a-570e-4862-8349-3a977181f5a5
ca1ae29a-0062-44c8-8f9c-2d0d1fcb31d1,,Bubby,RTFKT x Dunk Genesis 'Ghost',26984ea4-f1f2-4ad7-829d-670e97c4cb1f
ca3394cf-7d67-4f5b-92a8-59b4b7d633ed,,AJMoz5256,Dunk Low Pro Premium SB 'Paisley',bcdfced0-89ff-4e03-8f6a-92decc5cc9f4
ca3f70f6-eced-4afd-a7b0-dadf3b8c03ef,,beardking33,Run The Jewels x Dunk High SB '4/20',78961b30-a619-48c5-a513-c3ed37f0b52e
ca428151-0d34-4c0b-97eb-dfba67131753,,Rodrigolimon23,Air Jordan 9 Retro DB 'Doernbecher',2f2f277f-6e6b-4656-83d4-28430c7e89b6
ca42ba72-9fd6-4ea1-a62c-e6f76cc8ca81,,entropyblack,Air Fear Of God 1 'Sail',91e14b41-3e4b-4ed3-a73f-248a6e3eead9
ca36e054-ff0b-45b1-a594-9243a4077649,,kickRus,Air Jordan 4 Retro 'White Oreo',347e6d47-36d1-45ad-ae88-a1b196af49ea
ca38f9cc-4d07-4794-90e2-178e59ad7a5a,,Fvckaye,Air Jordan 4 Retro NRG 'Raptors',ecffd76e-ae2e-4658-bad7-692dbd911935
b0698afb-3f5e-46b9-a21e-53db20ccd64f,,Power3379,Air Jordan 1 Retro High OG 'Chicago Lost & Found',923a5f7b-92b9-4281-873c-b9899a1afb6c
ca5e4479-c36e-41cc-93cd-b0f9b07a1dda,,Andres1k,Air Jordan 4 Retro 'University Blue',bc5f20fe-c66c-4072-a43e-9a15d6494c75
ca92d5e0-4802-466d-a81e-9f0b960a41a6,,ahabib30,Air Jordan 1 Retro Low OG 'UNC',f2b9d1d1-b602-4f14-ad4c-9c009515e198
ca9d1ecc-a6e0-4095-a8a5-420bc19680da,,hugo12,Union LA x Air Jordan 4 Retro 'Off Noir',bdbebde6-0d28-47f9-a99f-78804aeb45e9
ca9e43fa-5f26-424f-9071-27d16df1a129,,Jtrades,NOCTA x Air Force 1 Low 'Certified Lover Boy',5124996f-6153-4f62-a352-3cadfab2e8c1
caa21444-116f-4843-9c0a-aff948e1bbf5,,AJC23,Off-White x Air Jordan 5 SP 'Sail',2b2f464c-d01c-4b61-b34d-47355f8fc192
ca9dc2ff-0ad1-4062-95a2-45e6c0a26136,,goochi,Air Jordan 1 Retro High 'Tokyo Bio Hack',3d6a662f-107a-4ba3-850b-74548a2da31a
caa3ca86-9058-43fc-bfb7-3e772bef1df7,,HiemoKiccs,Stranger Things x Cortez 'Hawkins High',b2390fcb-ea19-4a17-b059-378d58b7d6a4
cac018c6-da0a-4ea1-8c91-fd5af704cfaa,,bea_chun,Yeezy Boost 350 'Turtle Dove' 2022,5ddfadb5-ae88-4b00-924e-8cdc82e71e8c
cab9535b-19bc-4b79-ae63-880961963634,,DoctaS.W.Grnthumbs,Air Jordan 1 Low OG 'Gym Red Black',a5b2c1fe-b5b0-4e60-9a38-236d00ef3a16
cab00746-ea8c-4829-a6e9-704237da8403,,nlx288,Yeezy 450 'Utility Black',f5872d74-84e0-439b-91da-77d6175c1e7f
cac2eeb6-75d4-47fd-b2ce-d79a802ef75a,,Jimbo67,Air Jordan 4 Retro 'Red Cement',904c137e-7513-4643-97d0-ff3b00758187
caceaed4-f2cc-44da-9e0a-b879f2fad245,,AIIuka,NBA x Dunk Low EMB '75th Anniversary - Knicks',b5d039da-2363-4d0a-a547-3d65f8b56d79
cad9e85c-6356-4030-8158-8a1436f705db,,TheDoupler,Travis Scott x Dunk Low Premium QS SB 'Cactus Jack',6e4e3be7-1b1f-4e04-9921-b73505ce61c5
cadec96b-0c15-4ba3-bc2d-4ca3a13df7fd,,giseller,Travis Scott x Air Max 270 React ENG 'Cactus Trails',7fdab362-fb58-4fcf-b3ec-3278b50a1282
cacd46ff-cf0e-4428-9b31-915a5a53a5ae,,Soled_out_Jep,Air Jordan 4 Retro 'Military Black',37a73f32-884f-44e1-af18-18d698f5955f
cae188a0-7c37-4736-b871-3bdb8bff5a94,,acard24,Off-White x Air Jordan 2 Retro Low SP 'White Varsity Red',85aea9e6-d099-49f1-bf80-f534b086789f
cae54689-dbed-4374-9b19-8530b42d7f3e,,6079232Mojo,Air Jordan 6 Retro 'UNC Home',a5d86fa3-6e6b-4f7d-a3ac-ec99b57cb70a
